⺼	rou
末	mo
本	ben
札	zha
朮	shu
朮	zhu
术	shu
术	zhu
朰	mu
朱	shu
朱	zhu
朲	ren
朳	ba
朴	piao
朴	po
朴	pu
朵	duo
朶	duo
朷	dao
朷	mu
朷	tiao
朸	li
朹	chou
朹	gui
朹	qiu
机	ji
机	wei
朻	jiu
朼	bi
朽	xiu
朾	cheng
朾	ting
朿	ci
杀	sha
杁	ru
杂	duo
杂	za
权	quan
权	shu
杄	qian
杅	wu
杅	yu
杆	gan
杇	wu
杈	cha
杉	sha
杉	shan
杊	xun
杋	fan
杋	xin
杌	wu
杍	zi
李	li
杏	xing
材	cai
村	cun
杒	er
杒	ren
杓	biao
杓	shao
杔	tuo
杔	zhe
杕	di
杕	duo
杖	zhang
杗	mang
杘	chi
杙	yi
杚	gai
杚	gu
杛	gong
杜	du
杝	duo
杝	li
杝	tuo
杝	yi
杞	qi
束	shu
杠	gang
条	di
条	tiao
杢	jiang
杢	jie
杣	mian
杣	shan
杤	wan
来	lai
杦	jiu
杧	mang
杨	yang
杩	ma
杪	miao
杪	shao
杫	si
杫	xi
杫	zhi
杬	wan
杬	yuan
杭	hang
杮	bei
杮	fei
杮	lin
杯	bei
杰	jie
東	dong
杲	gao
杲	guo
杳	miao
杳	yao
杴	qian
杴	xian
杵	chu
杶	chun
杶	tun
杷	ba
杷	pa
杸	dui
杸	shu
杹	hua
杺	xin
杻	chou
杻	niu
杼	zhu
杽	chou
松	song
板	ban
板	pan
枀	song
极	ji
枂	wo
枂	yue
枃	jin
枃	jun
枃	shao
枃	yun
构	gou
枅	ji
枆	mao
枇	pi
枈	bi
枈	mi
枈	pi
枉	wang
枊	ang
枋	bing
枋	fang
枌	fen
枍	yi
枎	fu
枏	nan
析	xi
枑	di
枑	hu
枒	ya
枓	dou
枓	zhu
枔	xin
枔	xun
枕	zhen
枖	yao
林	lin
枘	nen
枘	rui
枙	e
枚	mei
枛	zhao
果	guo
枝	qi
枝	zhi
枞	cong
枞	zong
枟	yun
枠	hua
枠	za
枠	zui
枡	sheng
枢	qu
枢	shu
枣	zao
枤	di
枤	duo
枥	li
枦	lu
枧	jian
枨	cheng
枩	song
枪	qiang
枫	feng
枬	nan
枬	zhan
枭	xiao
枮	xian
枮	zhan
枮	zhen
枯	gu
枯	ku
枰	ping
枱	si
枱	tai
枲	xi
枳	ji
枳	zhi
枴	guai
枵	xiao
枵	xiu
架	jia
枷	jia
枸	gou
枸	ju
枹	bao
枹	fu
枺	mo
枻	xie
枻	yi
枼	ye
枽	ye
枾	lin
枾	shi
枿	nie
柀	bi
柁	duo
柁	tuo
柂	duo
柂	li
柂	yi
柃	ling
柄	bing
柅	chi
柅	ni
柆	la
柇	he
柈	ban
柈	pan
柉	bian
柉	fan
柊	zhong
柋	dai
柌	ci
柍	yang
柍	ying
柎	fu
柏	bai
柏	bo
某	mou
柑	gan
柑	qian
柒	qi
染	ran
柔	rou
柕	mao
柕	mou
柖	shao
柗	song
柘	zhe
柙	jia
柙	xia
柚	you
柚	zhu
柛	shen
柜	gui
柜	ju
柝	chi
柝	tuo
柞	ze
柞	zha
柞	zuo
柟	nan
柠	chu
柠	ning
柡	yong
柢	chi
柢	di
柣	die
柣	zhi
柤	zha
柤	zu
查	cha
查	zha
柦	dan
柧	gu
柨	bu
柨	pu
柩	jiu
柪	ao
柪	you
柫	bi
柫	fu
柬	jian
柭	ba
柭	bie
柭	bo
柭	fu
柭	pei
柮	duo
柮	wu
柮	zuo
柯	ke
柰	nai
柱	zhu
柲	bi
柲	bie
柳	liu
柴	chai
柴	zhai
柵	shan
柵	shi
柵	zha
柶	si
柷	zhu
柸	bei
柸	pei
柹	fei
柹	shi
柺	guai
査	cha
査	zha
柼	yao
柽	cheng
柽	jue
柾	jiu
柿	shi
栀	zhi
栁	liu
栂	mei
栃	li
栄	rong
栅	ce
栅	shan
栅	shi
栅	zha
栆	zao
标	biao
栈	zhan
栉	zhi
栊	long
栋	dong
栌	lu
栍	sheng
栎	li
栎	yue
栏	lan
栐	yong
树	shu
栒	xun
栓	shuan
栔	jie
栔	qi
栔	qie
栕	chen
栕	zhen
栖	qi
栖	xi
栗	li
栘	chi
栘	yi
栙	xiang
栚	zhen
栛	li
栜	se
栜	su
栝	gua
栝	kuo
栝	tian
栞	kan
栟	ben
栟	bing
栟	ping
栠	ren
校	jiao
校	xiao
栢	bai
栢	bo
栣	ren
栤	bing
栥	zi
栦	chou
栧	xie
栧	yi
栨	ci
栨	jie
栩	xu
株	zhu
栫	cun
栫	jian
栫	zun
栬	zui
栭	er
栮	er
栯	you
栯	yu
栰	fa
栱	gong
栲	kao
栳	lao
栴	dan
栴	zhan
栵	li
栵	lie
栶	yin
样	yang
核	he
核	hu
根	gen
栺	yi
栺	zhi
栻	chi
栻	shi
格	ge
栽	zai
栾	luan
栿	fu
桀	jie
桁	hang
桁	heng
桂	gui
桃	tao
桄	guang
桅	wei
框	kuang
桇	ru
案	an
桉	an
桊	juan
桋	ti
桋	yi
桌	zhuo
桍	ku
桍	kua
桎	zhi
桏	qiong
桐	tong
桑	sang
桒	sang
桓	huan
桔	jie
桔	ju
桕	gao
桕	jiu
桖	xue
桗	duo
桘	chui
桙	mou
桙	yu
桚	za
桚	zan
桛	ka
桜	ying
桝	jie
桞	liu
桟	zhan
桠	ya
桡	nao
桡	rao
桢	zhen
档	dang
桤	qi
桥	qiao
桦	hua
桧	gui
桧	hui
桨	jiang
桩	zhuang
桪	xun
桫	sha
桫	suo
桬	sha
桬	suo
桭	chen
桭	zhen
桮	bei
桯	ting
桯	ying
桰	gua
桱	jing
桲	bo
桲	po
桳	ben
桳	fan
桴	fu
桵	rui
桶	tong
桷	jiao
桷	jue
桸	xi
桹	lang
桺	liu
桻	feng
桼	qi
桽	wen
桾	jun
桿	gan
梀	cu
梀	su
梀	yin
梁	liang
梂	qiu
梃	ting
梄	you
梅	mei
梆	bang
梇	long
梈	peng
梉	zhuang
梊	di
梊	xi
梋	juan
梋	xie
梋	xuan
梌	cha
梌	tu
梍	zao
梎	ao
梎	yao
梎	you
梏	gao
梏	gu
梐	bi
梑	di
梒	han
梓	zi
梔	zhi
梕	er
梕	ren
梖	bei
梗	geng
梘	jian
梙	huan
梚	wan
梛	nuo
梜	jia
梜	jie
條	di
條	tiao
梞	ji
梟	xiao
梠	lv
梡	huan
梡	hun
梡	kuan
梡	wan
梢	sao
梢	shao
梣	cen
梣	chen
梤	fen
梥	song
梦	meng
梧	wu
梨	li
梩	li
梩	qi
梩	si
梪	dou
梫	cen
梫	qin
梬	cheng
梬	ying
梭	suo
梮	ju
梯	ti
械	jie
械	xie
梱	kun
梲	zhuo
梳	shu
梴	chan
梴	yan
梵	fan
梶	wei
梷	jing
梸	li
梹	bin
梹	bing
梺	xia
梻	fo
梼	chou
梼	dao
梼	tao
梽	zhi
梾	lai
梿	lian
检	jian
棁	zhou
棁	zhuo
棂	ling
棃	li
棄	qi
棅	bing
棆	lun
棆	tun
棇	cong
棇	song
棈	qian
棈	qing
棉	mian
棊	ji
棊	qi
棋	ji
棋	qi
棌	cai
棍	gun
棍	hun
棎	chan
棏	de
棏	zhe
棐	fei
棑	bei
棑	fei
棑	pai
棑	pei
棒	bang
棓	bang
棓	bei
棓	pou
棔	hun
棕	zong
棖	cheng
棗	zao
棘	ji
棘	la
棙	li
棙	lie
棚	peng
棛	yu
棜	yu
棝	gu
棞	hun
棞	jun
棞	kun
棟	dong
棠	tang
棡	gang
棢	wang
棣	dai
棣	di
棣	li
棣	ti
棤	cuo
棤	que
棤	xi
棥	fan
棦	cheng
棦	zheng
棧	zhan
棨	qi
棩	yuan
棪	yan
棫	yu
棬	juan
棬	quan
棭	yi
森	sen
棯	nian
棯	ren
棯	shen
棰	chui
棱	leng
棱	ling
棲	qi
棲	xi
棳	zhuo
棴	fu
棴	su
棵	ke
棶	lai
棷	sou
棷	zou
棸	zou
棹	zhao
棹	zhuo
棺	guan
棻	fen
棼	fen
棽	chen
棽	shen
棾	qing
棾	qiong
棿	ni
椀	wan
椁	guo
椂	lu
椃	hao
椄	jie
椄	qie
椅	yi
椆	chou
椆	diao
椆	zhou
椇	ju
椈	ju
椉	cheng
椉	sheng
椊	cui
椊	zu
椊	zuo
椋	liang
椌	kong
椌	qiang
植	zhi
椎	chui
椎	zhui
椏	ya
椐	ju
椑	bei
椑	pi
椒	jiao
椒	shu
椓	zhuo
椔	zi
椕	bin
椖	peng
椗	ding
椘	chu
椙	chang
椚	men
椛	hua
検	jian
椝	gui
椞	xi
椟	du
椠	qian
椡	dao
椢	gui
椣	dian
椤	luo
椥	zhi
椦	juan
椦	quan
椧	ming
椨	fu
椩	geng
椪	peng
椫	shan
椫	zhan
椬	yi
椭	tuo
椮	san
椮	sen
椯	chuan
椯	duo
椰	ye
椱	fu
椲	hui
椲	wei
椳	wei
椴	duan
椵	jia
椶	zong
椷	han
椷	jian
椸	yi
椹	shen
椹	zhen
椺	xi
椻	ya
椻	yan
椼	yan
椽	chuan
椽	yuan
椾	jian
椾	zhan
椿	chun
楀	yu
楁	he
楁	ke
楂	cha
楂	zha
楃	wo
楄	bian
楄	pian
楅	bi
楆	yao
楇	guo
楇	kua
楈	xu
楉	ruo
楊	yang
楋	la
楌	yan
楍	ben
楎	hui
楎	hun
楏	gui
楏	kui
楐	jie
楑	kui
楒	si
楓	feng
楔	xie
楕	tuo
楖	ji
楖	jie
楖	zhi
楗	jian
楗	juan
楘	mu
楙	mao
楙	mou
楚	chu
楛	hu
楛	ku
楜	hu
楝	lian
楞	leng
楟	ting
楠	nan
楡	yu
楢	you
楣	mei
楤	cong
楤	song
楥	huan
楥	xuan
楥	yuan
楦	xuan
楧	yang
楧	ying
楨	zhen
楩	pian
楪	die
楪	ye
楫	ji
楬	jie
楬	qia
業	nie
業	ye
楮	chu
楯	dun
楯	shun
楰	yu
楱	cou
楱	zou
楲	wei
楳	mei
楴	di
楴	shi
極	ji
楶	jie
楷	jie
楷	kai
楸	qiu
楹	ying
楺	rou
楻	heng
楻	huang
楼	lou
楽	lao
楽	le
楽	yao
楽	yue
楾	quan
楿	xiang
榀	pin
榁	shi
概	gai
概	kai
榃	lin
榃	tan
榄	lan
榅	wen
榅	wu
榅	yun
榆	yu
榇	chen
榈	lv
榉	ju
榊	shen
榋	chu
榌	bi
榌	pi
榍	xiao
榍	xie
榎	jia
榏	yi
榐	nian
榐	zhan
榐	zhen
榑	bo
榑	fu
榒	nuo
榓	mi
榔	lang
榕	rong
榖	gu
榗	jian
榗	jin
榘	ju
榙	da
榙	ta
榚	yao
榛	zhen
榜	bang
榜	peng
榝	sha
榝	xie
榞	yuan
榟	zi
榠	ming
榡	su
榢	jia
榣	yao
榤	jie
榥	huang
榦	gan
榦	han
榧	fei
榨	zha
榩	qian
榪	ma
榫	sun
榬	yuan
榭	xie
榮	rong
榯	shi
榰	qi
榰	zhi
榱	cui
榱	shuai
榲	wen
榲	wu
榳	ting
榴	liu
榵	rong
榶	tang
榷	que
榸	zhai
榹	si
榺	sheng
榻	ta
榼	ke
榽	xi
榾	gu
榿	qi
槀	gao
槁	gao
槂	sun
槃	pan
槄	tao
槅	ge
槆	chun
槆	xun
槇	dian
槇	zhen
槈	nou
槉	ji
槊	shuo
構	gou
槌	chui
槍	cheng
槍	qiang
槎	cha
槏	jian
槏	lian
槏	qian
槏	xian
槐	huai
槑	mei
槒	xu
槓	gang
槔	gao
槕	zhuo
槖	tuo
槗	qiao
様	xiang
様	yang
槙	dian
槙	zhen
槚	jia
槛	jian
槛	kan
槜	zui
槝	dao
槞	long
槟	bin
槟	bing
槠	zhu
槡	sang
槢	die
槢	xi
槣	gui
槣	ji
槤	lian
槥	hui
槦	rong
槦	yong
槧	qian
槧	zhan
槨	guo
槩	gai
槩	kai
槪	gai
槪	kai
槫	quan
槫	shuan
槫	tuan
槬	hu
槬	hua
槭	cu
槭	qi
槭	se
槮	san
槮	sen
槯	cui
槯	zhi
槰	peng
槱	chao
槱	you
槲	hu
槳	jiang
槴	hu
槵	huan
槶	gui
槶	guo
槶	kui
槷	nie
槷	yi
槸	yi
槹	gao
槺	kang
槺	liang
槻	gui
槼	gui
槽	cao
槾	man
槾	wan
槿	jin
樀	di
樁	zhuang
樂	lao
樂	le
樂	yao
樂	yue
樃	lang
樄	chen
樅	cong
樅	zong
樆	chi
樆	li
樇	xiu
樈	jing
樈	qing
樉	shang
樉	shuang
樊	fan
樊	pan
樋	tong
樌	guan
樍	ji
樍	ze
樎	su
樏	lei
樐	lu
樑	liang
樒	mi
樓	lou
樔	chao
樔	jiao
樕	su
樖	he
樖	ke
樗	chu
樗	shu
樘	cheng
樘	tang
標	biao
樚	lu
樛	jiao
樛	jiu
樛	liao
樜	zhe
樝	zha
樞	qu
樞	shu
樟	zhang
樠	man
樠	men
模	mo
模	mu
樢	mu
樢	niao
樣	xiang
樣	yang
樤	di
樤	tiao
樥	peng
樦	zhu
樧	sha
樧	xie
樨	xi
樨	xu
権	quan
横	heng
樫	jian
樬	cong
樭	ji
樮	yan
樯	qiang
樰	xue
樱	ying
樲	er
樳	xun
樴	zhi
樵	qiao
樶	zui
樷	cong
樸	pu
樹	shu
樺	hua
樻	gui
樻	kui
樼	chan
樼	zhen
樽	zun
樾	yue
樿	shan
樿	zhan
橀	liu
橀	xi
橁	chun
橁	xun
橂	dian
橃	fa
橃	fei
橄	gan
橅	mo
橅	mu
橆	wu
橇	qiao
橈	nao
橈	rao
橉	lin
橊	liu
橋	qiao
橌	xian
橍	run
橎	fan
橏	jian
橏	shan
橏	zhan
橐	tuo
橑	lao
橑	liao
橒	yun
橓	shun
橔	dun
橔	tui
橕	cheng
橖	cheng
橖	tang
橗	meng
橘	ju
橙	chen
橙	cheng
橚	qiu
橚	su
橚	xiao
橛	jue
橜	jue
橝	dian
橝	tan
橞	hui
機	ji
橠	nuo
橡	xiang
橢	tuo
橣	ning
橤	rui
橥	zhu
橦	chuang
橦	tong
橧	ceng
橧	zeng
橨	fei
橨	fen
橩	qiong
橪	ran
橪	yan
橫	heng
橬	qian
橭	gu
橭	ku
橮	liu
橯	lao
橰	gao
橱	chu
橲	xi
橳	sheng
橴	zi
橵	san
橵	zan
橶	ji
橷	dou
橸	jing
橹	lu
橺	jian
橺	xian
橻	chu
橻	cu
橼	yuan
橽	ta
橾	qiao
橾	sao
橾	shu
橿	jiang
檀	tan
檁	lin
檂	nong
檃	yin
檄	jiao
檄	xi
檅	hui
檅	sui
檆	sha
檆	shan
檇	zui
檈	xuan
檉	cheng
檉	sheng
檊	gan
檋	ju
檌	zui
檍	yi
檎	qin
檏	pu
檐	yan
檑	lei
檒	feng
檓	hui
檔	dang
檕	ji
檖	sui
檗	bo
檘	bo
檘	ping
檙	cheng
檙	ding
檚	chu
檛	guo
檛	zhua
檜	gui
檜	hui
檜	kuai
檝	ji
檞	jie
檞	xie
檟	jia
檠	jing
檠	qing
檡	duo
檡	shi
檡	tu
檡	ze
檡	zhai
檡	zhe
檢	jian
檣	qiang
檤	dao
檥	yi
檦	biao
檧	song
檨	she
檩	lin
檪	li
檫	cha
檬	meng
檭	yin
檮	chou
檮	dao
檮	tao
檯	tai
檰	mian
檱	ji
檱	qi
檲	tuan
檳	bin
檳	bing
檴	huo
檵	ji
檵	qi
檶	lian
檶	qian
檷	mi
檷	ni
檸	ning
檹	yi
檺	gao
檺	hao
檻	jian
檻	kan
檼	yin
檽	er
檽	nou
檽	ru
檽	ruan
檾	qing
檿	yan
櫀	ji
櫀	qi
櫁	mi
櫂	di
櫂	zhao
櫃	gui
櫄	chun
櫄	tun
櫅	ji
櫅	qi
櫆	kui
櫇	po
櫈	deng
櫉	chu
櫊	ge
櫋	mian
櫌	you
櫍	zhi
櫎	gu
櫎	guang
櫎	guo
櫎	huang
櫏	qian
櫐	lei
櫑	lei
櫒	cha
櫒	sa
櫓	lu
櫔	li
櫕	cuan
櫕	zan
櫕	zuan
櫖	chu
櫖	lv
櫗	mei
櫗	mie
櫘	hui
櫙	ou
櫚	lv
櫛	jie
櫛	zhi
櫜	gao
櫝	du
櫞	yuan
櫟	li
櫟	yue
櫠	fei
櫡	zhu
櫡	zhuo
櫢	sou
櫣	lian
櫤	jiang
櫥	chu
櫦	qing
櫧	zhu
櫨	lu
櫩	yan
櫪	li
櫫	zhu
櫬	chen
櫭	ji
櫭	jie
櫭	jue
櫮	e
櫯	su
櫰	gui
櫰	huai
櫱	nie
櫲	yu
櫳	long
櫴	la
櫴	lai
櫵	jiao
櫵	qiao
櫶	xian
櫷	gui
櫸	ju
櫹	xiao
櫺	ling
櫻	ying
櫼	jian
櫼	qian
櫽	yin
櫾	you
櫿	ying
欀	xiang
欁	nong
欂	bo
欃	chan
欃	zhan
欄	lan
欅	ju
欆	shuang
欇	she
欈	wei
欈	zui
欉	cong
權	quan
欋	qu
欌	cang
欍	jiu
欎	yu
欏	luo
欐	li
欑	cuan
欑	zuan
欒	luan
欓	dang
欔	jue
欔	qu
欕	yan
欖	lan
欗	lan
欘	zhu
欙	lei
欚	ji
欚	li
欛	ba
欛	pa
欜	nang
欝	yu
欞	ling
欟	guan
欟	guang
欠	qian
次	ci
次	zi
欢	huan
欣	xin
欤	yu
欥	qian
欥	yi
欥	yu
欦	han
欦	qian
欦	xian
欧	ou
欨	xu
欩	chao
欪	chu
欪	qu
欪	xi
欫	qi
欬	ai
欬	gai
欬	hai
欬	kai
欬	ke
欭	yi
欭	yin
欮	jue
欯	kai
欯	xi
欰	xu
欱	he
欱	xia
欲	yu
欳	kuai
欳	yu
欴	lang
欵	kuan
欶	shuo
欶	sou
欷	xi
欸	ai
欸	ei
欹	qi
欹	yi
欺	qi
欻	chua
欻	dan
欻	hu
欻	xu
欻	yan
欼	chi
欼	chuai
欽	qin
款	kuan
欿	kan
欿	qian
歀	kuan
歁	kan
歁	ke
歂	chuan
歃	sha
歄	gua
歅	yan
歅	yin
歆	xin
歇	xie
歈	yu
歉	qian
歊	xiao
歋	ye
歋	yi
歌	ge
歍	wu
歎	tan
歏	jin
歏	qun
歐	ou
歑	hu
歒	ti
歓	huan
歔	xu
歕	fen
歕	pen
歖	xi
歗	xiao
歘	chua
歘	dan
歘	hu
歘	xu
歘	yan
歙	she
歙	xi
歚	shan
歛	han
歛	lian
歜	chu
歝	du
歝	yi
歞	e
歞	kan
歟	yu
歠	chuo
歡	huan
止	zhi
正	zheng
此	ci
步	bu
武	wu
歧	qi
歨	bu
歩	bu
歪	wai
歫	ju
歬	qian
歭	chi
歭	zhi
歮	se
歯	chi
歰	se
歰	sha
歱	zhong
歲	sui
歳	sui
歴	li
歵	ze
歶	yu
歷	li
歸	gui
歸	kui
歹	dai
歹	e
歺	dai
歺	e
死	si
歼	jian
歽	zhe
歾	mo
歾	wen
歿	mo
殀	yao
殁	mo
殂	cu
殃	yang
殄	tian
殄	zhen
殅	sheng
殆	dai
殆	tai
殇	shang
殈	xu
殉	xun
殊	shu
残	can
殌	jing
殌	jue
殌	qing
殍	piao
殎	qia
殏	qiu
殐	su
殑	jing
殑	ke
殑	qing
殒	yun
殓	lian
殔	yi
殕	bo
殕	fou
殖	shi
殖	zhi
殗	yan
殗	ye
殘	can
殙	hun
殙	mei
殚	dan
殛	ji
殜	die
殜	ye
殝	zhen
殞	yun
殟	wa
殟	wen
殟	wu
殠	chou
殠	xiu
殡	bin
殢	ti
殣	jin
殤	shang
殥	yin
殦	chi
殦	diao
殧	cu
殧	jiu
殨	hui
殨	kui
殩	cuan
殪	yi
殫	dan
殬	du
殭	jiang
殮	lian
殯	bin
殰	du
殱	jian
殲	jian
殲	qian
殳	shu
殴	ou
殴	qu
段	duan
殶	zhu
殷	yan
殷	yin
殸	keng
殸	qing
殸	sheng
殹	yi
殺	sha
殺	shai
殻	ke
殻	qiao
殻	que
殼	ke
殼	qiao
殼	que
殽	xiao
殽	yao
殾	xun
殿	dian
毀	hui
毁	hui
毂	gu
毃	qiao
毃	que
毄	ji
毅	yi
毆	ou
毆	qu
毇	hui
毈	duan
毉	yi
毊	qiao
毊	xiao
毋	wu
毌	guan
毌	wan
母	mu
毎	mei
每	mei
毐	ai
毑	jie
毒	dai
毒	du
毓	yu
比	bi
比	pi
毕	bi
毖	bi
毗	bi
毗	pi
毘	bi
毘	pi
毙	bi
毚	chan
毛	mao
毜	hao
毝	cai
毞	bi
毞	pi
毟	lie
毠	jia
毠	mao
毡	tan
毡	zhan
毢	sai
毣	mao
毣	mu
毤	tuo
毥	xun
毦	er
毧	rong
毨	xian
毩	ju
毪	mu
毫	hao
毬	qiu
毭	dou
毭	nuo
毮	sha
毯	tan
毰	pei
毱	ju
毲	duo
毳	cui
毴	bi
毵	san
毶	san
毷	mao
毸	sai
毸	sui
毹	shu
毹	yu
毺	shu
毺	yu
毻	tuo
毼	he
毼	mao
毼	xie
毽	jian
毾	ta
毿	can
毿	san
氀	lv
氁	mu
氂	li
氂	mao
氃	tong
氄	rong
氅	chang
氆	pu
氇	lu
氈	tan
氈	zhan
氉	sao
氉	zao
氊	tan
氊	zhan
氋	meng
氌	lu
氍	qu
氍	tan
氎	die
氏	shi
氏	zhi
氐	di
氐	zhi
民	min
氒	jue
氓	mang
氓	meng
气	qi
氕	pie
氖	nai
気	qi
氘	dao
氙	xian
氚	chuan
氛	fen
氜	ri
氜	yang
氝	nai
氝	nei
氞	bin
氞	nei
氟	fu
氠	shen
氡	dong
氢	qing
氣	qi
氤	yin
氥	xi
氦	hai
氧	yang
氨	an
氩	ya
氪	ke
氫	qing
氬	ya
氭	dong
氮	dan
氯	lu
氯	lv
氰	qing
氱	yang
氲	yun
氳	yun
水	shui
氵	shui
氶	cheng
氶	zheng
氷	bing
氷	ning
永	yong
氹	dang
氺	shui
氻	le
氼	ni
氼	niao
氽	tun
氾	fan
氿	chou
氿	gui
氿	jiu
汀	ding
汀	ting
汁	zhi
求	qiu
汃	bin
汃	pa
汄	ze
汅	mian
汆	cuan
汆	tun
汇	hui
汈	diao
汉	han
汉	nv
汊	cha
汋	que
汋	zhuo
汌	chuan
汍	wan
汎	fan
汏	da
汏	dai
汏	tai
汐	xi
汑	tuo
汒	mang
汓	qiu
汔	qi
汕	shan
汖	pin
汖	po
汗	han
汘	qian
汙	wa
汙	wu
汙	yu
汚	wa
汚	wu
汚	yu
汛	fan
汛	xun
汜	si
汝	ru
汞	gong
汞	hong
江	jiang
池	chi
污	wu
污	yu
汢	tu
汣	jiu
汤	shang
汤	tang
汥	ji
汥	zhi
汦	chi
汦	di
汦	zhi
汧	qian
汧	yan
汨	mi
汩	gu
汩	yu
汪	wang
汫	jing
汫	qing
汬	jing
汭	na
汭	nei
汭	rui
汮	jun
汯	hong
汰	tai
汱	quan
汱	tai
汲	ji
汳	bian
汳	fan
汴	bian
汵	cen
汵	gan
汵	han
汶	men
汶	wen
汷	zhong
汸	fang
汸	pang
汹	xiong
決	jue
汻	hu
汻	huang
汻	wu
汼	niu
汼	you
汽	qi
汾	fen
汿	xu
沀	xu
沁	qin
沁	shen
沂	jin
沂	qi
沂	yi
沂	yin
沃	wo
沃	wu
沄	yun
沅	yuan
沆	hang
沆	kang
沇	yan
沇	yun
沈	chen
沈	shen
沉	chen
沊	dan
沋	you
沌	dun
沌	zhuan
沍	hu
沎	hua
沎	huo
沏	qi
沏	qie
沏	qu
沐	mu
沑	niu
沑	nv
沒	mei
沒	mo
沓	da
沓	miao
沓	ta
沔	mian
沕	mi
沕	wu
沖	chong
沗	hong
沗	pang
沗	tian
沘	bi
沘	pi
沙	sha
沚	zhi
沛	pei
沜	pan
沝	zhui
沝	zi
沞	za
沟	gou
沠	liu
沠	pai
没	mei
没	mo
沢	ze
沣	feng
沤	ou
沥	li
沦	lun
沧	cang
沨	feng
沩	gui
沩	wei
沪	hu
沫	mo
沬	mei
沬	mo
沬	wei
沭	shu
沮	ju
沮	zu
沯	bang
沯	beng
沯	za
沰	duo
沰	tuo
沱	tuo
沲	duo
沲	tuo
河	he
沴	li
沵	li
沵	mi
沵	yi
沶	chi
沶	yi
沷	fa
沷	fu
沷	po
沸	fei
沸	fu
油	you
沺	tian
治	chi
治	zhi
沼	zhao
沽	gu
沾	zhan
沿	yan
泀	si
況	kuang
泂	jiong
泃	gou
泃	ju
泄	xie
泄	yi
泅	qiu
泆	die
泆	yi
泇	jia
泈	zhong
泉	quan
泊	bo
泊	po
泋	hui
泌	bi
泌	mi
泍	ben
泎	jiao
泎	ze
泎	zhuo
泏	chu
泏	she
泏	zhu
泐	le
泑	ao
泑	you
泒	gu
泒	gua
泒	hu
泓	hong
泔	gan
法	fa
泖	mao
泗	si
泘	hu
泙	peng
泙	ping
泚	ci
泛	fan
泛	feng
泜	chi
泜	zhi
泝	su
泞	chu
泞	ning
泞	zhu
泟	cheng
泠	leng
泠	ling
泡	pao
波	bo
波	po
泣	qi
泤	si
泥	ni
泦	ju
泧	sa
泧	yue
注	zhu
泩	sheng
泪	lei
泫	xian
泫	xuan
泬	jue
泬	xue
泭	fu
泮	pan
泯	min
泰	tai
泱	yang
泲	ji
泲	jie
泳	yong
泴	guan
泵	bang
泵	beng
泶	xue
泷	long
泷	shuang
泸	lu
泹	dan
泺	luo
泺	po
泻	xie
泼	po
泽	shi
泽	ze
泾	jing
泿	yin
洀	pan
洀	zhou
洁	ji
洁	jie
洂	ye
洂	yi
洃	hui
洄	hui
洅	zai
洆	cheng
洇	yan
洇	yin
洈	wei
洉	hou
洊	cun
洊	jian
洋	yang
洌	lie
洍	si
洎	bo
洎	ji
洏	er
洐	xing
洑	fu
洒	cui
洒	sa
洒	xi
洒	xian
洓	qi
洓	se
洓	zi
洔	zhi
洕	yin
洖	wu
洗	xi
洗	xian
洘	kao
洙	shu
洙	zhu
洚	jiang
洛	luo
洜	luo
洝	an
洝	e
洝	yan
洞	dong
洞	tong
洟	yi
洠	mou
洠	si
洡	lei
洢	yi
洣	mi
洤	quan
津	jin
洦	bo
洦	po
洧	wei
洨	jiao
洨	xiao
洩	xie
洩	yi
洪	hong
洫	xu
洬	shuo
洬	su
洭	kuang
洮	tao
洮	yao
洯	jie
洯	qie
洰	ju
洱	er
洲	zhou
洳	ru
洴	beng
洴	ping
洵	xun
洶	xiong
洷	zhi
洸	guang
洸	huang
洹	huan
洹	yuan
洺	ming
活	huo
洼	gui
洼	wa
洽	qia
洽	xia
派	pa
派	pai
洿	wu
浀	qu
流	liu
浂	yi
浃	jia
浄	jing
浅	jian
浅	qian
浆	jiang
浇	jiao
浈	zhen
浉	shi
浊	zhuo
测	ce
浌	fa
浍	hui
浍	kuai
济	ji
浏	liu
浐	chan
浑	hun
浒	hu
浒	xu
浓	nong
浔	xun
浕	jin
浖	lie
浗	qiu
浘	wei
浙	zhe
浚	jun
浚	xun
浛	han
浜	bang
浜	bin
浜	pin
浝	mang
浞	zhuo
浟	di
浟	you
浠	xi
浡	bo
浢	dou
浣	huan
浣	wan
浤	hong
浥	yi
浦	pu
浧	cheng
浧	ying
浨	lan
浩	hao
浪	lang
浫	han
浬	li
浭	geng
浮	fou
浮	fu
浯	wu
浰	li
浱	chun
浲	beng
浲	feng
浲	hong
浲	peng
浳	yi
浴	yu
浵	tong
浶	lao
海	hai
浸	jin
浹	jia
浺	chong
浻	jiong
浻	weng
浼	mei
浼	mian
浽	nei
浽	sui
浾	cheng
浿	pei
涀	jian
涀	xian
涁	shen
涂	tu
涃	kun
涄	pin
涄	ping
涅	nie
涆	gan
涆	han
涇	jing
消	xiao
涉	she
涊	nian
涋	tu
涌	chong
涌	yong
涍	xiao
涎	xian
涎	yan
涏	ting
涐	e
涑	su
涒	tun
涒	yun
涓	juan
涔	cen
涕	ti
涖	li
涗	shui
涘	si
涙	lei
涚	shui
涛	tao
涜	du
涝	lao
涞	lai
涟	lian
